id;title;description
314;"Foreign experts to help Malta probe car bombing of reporter";"VALLETTA, Malta (AP) - Malta's home minister says his EU country has appealed to the FBI and to European forensic experts to help investigate the car bomb..."
315;"Duke and Duchess of Cambridge expecting child in April";"LONDON (AP) - The Duke and Duchess of Cambridge say their third child will be due in April.The royal couple had already revealed that they were having a..."
316;"Cops: Man tried to rob market to get money for drug fines";"ALLENTOWN, Pa. (AP) - Police say a Pennsylvania man broke into a market so he could get money to pay his court fines for marijuana possession.Allentown..."
317;"Suki Waterhouse flaunts her tummy on low-key walk in NYC";"The 25-year-old actress looked worlds away from her trademark red carpet glamour when she went make-up free for her walk in New York City on Monday."
318;"Financier's court battle with Phones4u's John Caudwell";"John Caudwell, who founded the mobile phone firm Phones4u, and Nathalie Dauriac have each accused the other of unfairness at London's High Court."
319;"Chip and Joanna Gaines talk about ending Fixer Upper";"Chip and Joanna Gaines sat down for an interview on the Today show Tuesday morning - their first since announcing the end of their hit-show Fixer Upper."
320;"Taliban attacks kill at least 69 across Afghanistan";"By Mirwais HarooniKABUL, Oct 17 (Reuters) - Taliban militants struck  government targets in many provinces of Afghanistan on Tuesday,  killing at least 69..."
321;"Six miners killed, one wounded in coal mine collapse in Turkey - aid agency";"DIYARBAKIR, Turkey, Oct 17 (Reuters) - Six miners were  killed and another was wounded after part of a coal mine in  Turkey's southeastern province of Sirnak..."
322;"Pistorius prosecutor takes on South African president's son over fatal car crash";"JOHANNESBURG, Oct 17 (Reuters) - Rights group Afriforum said  on Tuesday it would privately prosecute Duduzane Zuma, the son  of South Africa's president, on..."
323;"Abu Dhabi bourse starts technical short-selling to boost liquidity";"DUBAI, Oct 17 (Reuters) - The Abu Dhabi Securities Exchange  said on Tuesday it was introducing technical short-selling in an  effort to increase liquidity..."
324;"Rich House Poor House father performed CPR on son";"Matt Fiddes, 37, from Wiltshire was luckily able to draw on his first aid skills from his time as Michael Jackson's bodyguard, Wiltshire 999s reported, when Hero suffered a seizure."
325;"Wales announce November friendly against France in Paris";"Wales will face France in a friendly in Paris next month, the Football Association of Wales announced on Tuesday."
326;"Anorexic girls seek out 'bonespiration' Instagram pictures";"In a report published in the Journal of Eating Disorders psychologist Catherine Talbot said she'd found 14,000 images tagged 'bonespiration' on Instagram alone."
327;"Braless Joanna Krupa flaunts sideboob at LA charity ball";"Joanna Krupa ensured all eyes were on her as she put on an eye-popping display at the Last Chance for Animals 33rd Annual Celebrity Benefit Gala at The Beverly Hilton Hotel on Saturday."
328;"Republic and Northern Ireland relieved to avoid World Cup giants Italy";"The ties take place in November."
329;"Northern Ireland face Switzerland in World Cup play-offs";"Northern Ireland and Republic of Ireland have been handed winnable fixtures in their attempt to reach the 2018 World Cup finals in Russia."
330;"Victoria Beckham shares make-up tutorial from airplane";"Victoria Beckham went from wannabe chef to would-be make-up artist as she posted a video of her airplane beauty routine to Instagram on Friday."
331;"Former Army captain son of ex-England footballer dies, family say";"Terry Butcher´s former Army captain son, Christopher, has died aged 35."
332;"Why Marek Hamsik is set to eclipse Diego Maradona";"SHERIDAN BIRD: The last time Napoli gave a Premier League side a proper humbling was in 2012. Only one of the 'Three Tenors' who starred then still sings in the Bay of Naples: Marek Hamsik."
333;"Delta says Bombardier CSeries delivery schedule unclear";"ATLANTA, Oct 17 (Reuters) - Delta Air Lines said on  Tuesday it was unclear when the Bombardier CSeries  jets would be delivered, as a proposed U.S...."
334;"Dozens still missing in Calif. wildfires, more evacuees return home";"By Paresh DaveSANTA ROSA, Calif., Oct 17 (Reuters) - Northern California  search-and-rescue teams on Tuesday will continue to comb through  burned homes for..."
335;"UK's Prince William and wife Kate say baby expected in April";"LONDON, Oct 17 (Reuters) - Britain's Prince William and his  wife Kate confirmed on Tuesday that their third child will be  born next April.The couple, whose..."
336;"Spanish prosecutors accuse Marcelo of tax fraud";"MADRID (AP) - Spanish prosecutors have accused Real Madrid left back Marcelo of defrauding local tax authorities of nearly half a million euros.Prosecutors..."
337;"Ron Chernow's latest historical subject: Ulysses Grant";"NEW YORK (AP) - As he began work on what became a thousand-page biography of Ulysses S. Grant, Ron Chernow knew he was joining a very old argument. The..."
338;"Froome wins Velo d'Or award for 3rd time";"PARIS (AP) - Four-time Tour de France champion Chris Froome has capped his season by winning the Velo d'Or award as the best rider of 2017.The Team Sky..."
339;"The Block's Elyse Knowles flaunts bikini body on Instagram";"The Block's Elyse Knowles, 25, shows off her sensational bikini body, in a snap shared to Instagram on Tuesday."
340;"Markets Right Now: Mixed start for stocks on Wall Street";"NEW YORK (AP) - The latest on developments in financial markets (All times local):9:35 a.m.Stocks are off to a mixed start on Wall Street as gains for health..."
341;"Selma Blair displays her legs on walk in Los Angeles";"The mother-of-one, 45, stepped out in a chic ensemble as she grabbed a coffee on her morning walk in Los Angeles, California."
342;"Google removing calorie-estimating feature from Maps app";"The controversial feature was designed to provide users with estimates of how many calories they could burn by walking a route. It was trialled on global iOS users this week."
343;"Wolfeboro home of dog breeder with 84 Great Danes filthy";"Former employees of New Hampshire a dog breeder testified that her home's floors were covered in dog urine and feces. Christina Fay went on trial Monday on 12 misdemeanor animal."
344;"Silent Justice group corner child groomer in Grimsby";"The video captures men from a group called Silent Justice cornering the man in Grimsby and accusing him of sending lurid messages to the girl, who was actually 'bait' used to trap suspected groomers."
345;"Collapsed coal mine in Turkey did not have a license - Energy ministry";"ANKARA, Oct 17 (Reuters) - The coal mine in Turkey's  southeastern province of Sirnak did not have a valid license to  operate, the energy ministry said on..."
346;"Airbnb Africa arrivals more than double to 1.2 mln";"JOHANNESBURG, Oct 17 (Reuters) - U.S. short-term rental  service Airbnb Inc registered 1.2 million guest arrivals in  Africa last year driven by the..."
347;"Missing Biafra separatist fails to appear in Nigerian court";"By Camillus EbohABUJA, Oct 17 (Reuters) - The leader of a group calling for  the secession of a Nigerian territory formerly known as Biafra  did not appear..."
348;"Deutsche Bank asks banks to pitch for asset management IPO - sources";"By Arno SchuetzeFRANKFURT, Oct 17 (Reuters) - Deutsche Bank has  asked banks to pitch for work on an initial public offering  (IPO) of its asset management..."
349;"Kate Beckinsale shares selfie and poem on Instagram";"In the wake of her allegations against Harvey Weinstein, Kate Beckinsale shared an poem and teary-eyed selfie to her Instagram warning about 'truthful liars and false friends.'"
350;"Potential ally urges Merkel to give up finance ministry";"BERLIN (AP) - A key potential ally in Germany's next government insisted Tuesday that Chancellor Angela Merkel's party shouldn't keep the finance ministry..."
351;"Medical aid rushed to stricken Somalia after bombing";"Somalia's allies sent planes carrying medical supplies and doctors Tuesday, while the diaspora rallied to donate blood to help the country cope with the..."
352;"Suicide bombers, gunmen kill 71 in attacks on Afghan security forces";"Two separate suicide and gun attacks on police and soldiers in Afghanistan left at least 71 dead and nearly 170 wounded Tuesday in the latest devastating..."
353;"Oxlade-Chamberlain isn't ready for central role says Klopp";"Jurgen Klopp has told Alex Oxlade-Chamberlain not to expect to play in his preferred central midfield role for Liverpool any time soon."
354;"Inflation hits five year high of 3%";"The headline CPI rate edged up from 2.9 per cent in August to reach the highest level since 2012 last month – and the Bank of England expects it to rise again."
355;"Obama aides slam Trump over claim about past presidents, fallen soldiers";"WASHINGTON, Oct 17 (Reuters) - Aides to former U.S.  President Barack Obama fired back on Tuesday as criticism  mounted over President Donald Trump's claim..."
356;"Iran aircraft deals hang by thread as Trump targets Tehran";"By Tim HepherPARIS, Oct 17 (Reuters) - President Donald Trump's hawkish  new approach towards Tehran, coupled with banking worries and  domestic political..."
357;"Red sun from Hurricane Ophelia may return tomorrow";"The ghostly phenomenon cast Britain in an eerie Martian gloom. Dust particles from wildfires burning in Spain and Portugal could cause the red sun to appear once again tomorrow."
358;"Clinics offer deal on circumcision based on game levels";"Private clinics in China were said to offer deals on circumcision surgery based on the patient's level in 'King of Glory', a hugely popular video game that's been billed as the 'internet heroin'."
359;"British mercenary fighting ISIS boasts of killing 26";"The unnamed hired gun is said to have been fighting for the Kurds in Syria for four years, but was also jailed for doing so on trips back to the UK."
360;"Shop stylish jumpsuits like Eva Longoria and Emma Stone";"This season, make the jumpsuit your go-to garment! Whether you opt for a plunging catsuit like Eva Longoria, or a sleek tailored option like Emma Stone, let the one-piece replace your tired LBD."
361;"Iran warns Europe against new nuke deal conditions";"A top advisor to Iran's supreme leader warned European governments on Tuesday against imposing new conditions on the nuclear deal. ""To say that they accept..."
362;"Seven hours sleep maximises sleep quality";"Researchers from the Third Military Medical University in Chongqing, China, found getting more than nine hours shut eye reduces the stability of sperm's DNA by 40% by hindering testosterone."
363;"Plastic bags banned in Victoria across all stores in state";"Plastic bags will soon be a thing of the past after a state wide ban will be enforced in Victoria, affecting all stores who use single use plastic bags."
364;"Calls to strip Harvey Weinstein of his honourary CBE";"Labour shadow minister Chi Onwurah has written to Britain's top civil servant Jeremy Heywood to urge him to step in and take action."
365;"Tottenham and English team's records at Santiago Bernabeu";"English sides have not fared well on their travels to the Santiago Bernabeu over the years, with only two teams ever emerging from the stadium with a win in the Champions League."
366;"Six-year-old try to summon Pennywise at school in Canada";"Anne Thériault from Toronto, Ontario said her child told her about a game he was playing with his friends at school. They write 'IT' on the ground and say 'killer clown' over and over."
367;"Catalonia refuses to renounce independence, anti-government protests form";"By Raquel Castillo and Sam EdwardsMADRID/BARCELONA, Oct 17 (Reuters) - Catalonia refused on  Tuesday to bow to the Spanish government's demand that it ..."
368;"Oil stronger as Iraq, U.S.-Iran tension raises risks";"By Christopher JohnsonLONDON, Oct 17 (Reuters) - Oil prices firmed on Tuesday,  building on gains made as fighting between Iraqi and Kurdish  forces..."
369;"Nadine Coyle:Only one Girls Aloud member has been in touch";"Nadine Coyle has revealed that it was only former bandmate Sarah Harding who congratulated her upon the recent release of her new single, Go To Work."
370;"Daredevil pops wheelie on motorcycle while on motorway";"A motorcyclist driving down the A13 in London has been caught popping a wheelie in a stunt definitely not approved by Transport for London. Video taken yesterday shows the risky move."
371;"Atlanta mother accused of fatally burning two kids in oven";"Lamora Williams from Atlanta, Georgia, allegedly put the two boys, aged one and two, in the oven, turned it on, and burned them alive on Friday."
372;"Can a £7.99 serum from Aldi work better than £200 one?";"Lynn James,  40, from Hertfordshire, tested out the Rodial Rose Gold Serum, £190, against the Lacura Cuvee Royal, £7.99 from Aldi."
373;"Alabama girl who drowned in grease pit is identified";"Sadie Grace Andrews, the third-youngest of six siblings, was a 'little blonde bundle of joy' with an 'infectious smile' who was outgoing and full of faith in God, her mother said on Sunday."
374;"Polish President Duda says hopes Turkey will join EU";"WARSAW, Oct 17 (Reuters) - Poland hopes Turkey will  eventually join the European Union, Polish President Andrzej  Duda said on Tuesday, days ahead of an EU..."
375;"US industrial production rose solid 0.3 percent in September";"WASHINGTON (AP) - U.S. industrial production rose a solid 0.3 percent in September, but the increase was limited due to the lingering damage from Hurricanes..."
376;"Kaepernick sues NFL and blasts Trump for his remarks";"Kaepernick says NFL is retaliating over the controversial protests at police violence. His lawyer also claims Trump's statements are 'provocation' and hark back to US's 'darkest days'"
377;"Israel advances plans for 1,292 West Bank settler homes: NGO";"Israeli authorities on Tuesday advanced plans for 1,292 settler homes in the occupied West Bank, in a new push by the government for such approvals,..."
378;"Catherine Zeta-Jones shows off her visage in Cannes";"She's been in Cannes promoting her new film, Cocaine Godmother.  And Catherine perfectly fused Hollywood glamour with French sophistication as she attended a press conference for her film."
379;"U.S. industrial output picks up in September";"WASHINGTON, Oct 17 (Reuters) - U.S. industrial output rose  in September as the effects of Hurricanes Harvey and Irma began  to fade and construction and..."
380;"Aliona Kavanagh 'taking legal action against Johnny Ball'";"Speaking to The Sun on Sunday last week, the TV personality, 79, claimed the dancer pretended to fracture her ankle so she could go on holiday, as part of a 'fix' to have him eliminated."
381;"Scott Rosenberg says everyone knew about Harvey Weinstein";"Scott Rosenberg, who worked for at Miramax Films during what he described as the 'Golden Age', penned a lengthy Facebook post on Monday weighing in on the Weinstein drama."
382;"Bayern highly motivated for Celtic test - Heynckes";"BERLIN, Oct 17 (Reuters) - Bayern Munich will be seeking to build on their demolition of Freiburg when they host Celtic in the Champions League, coach Jupp..."
383;"GM to test self-driving cars in N.Y. in early 2018 - Gov. Cuomo";"Oct 17 (Reuters) - General Motors Co plans to test  vehicles in fully autonomous mode in New York state in early  2018, according to New York Governor Andrew..."
384;"China's appetite for baby food gives Danone a growth spurt";"By Dominique VidalonPARIS, Oct 17 (Reuters) - Danone's sales of baby  milk formula in China rose strongly in the third quarter,  beating forecasts and..."
385;"Bride tosses bouquet into ceiling fan in video";"A bride's bouquet aimed for the hands of one eager woman is the prospect of engagement that lands with no one when the tossed flowers accidentally hit a ceiling fan in the US."
386;"Harry Judd reflects on his descent into drug abuse";"Speaking to This Morning, the McFly drummer, 31, reflected on a spiralling descent into drug and alcohol abuse that began in his teens and escalated during the band’s heyday."
387;"Files show new details of US support for Indonesia bloodbath";"JAKARTA, Indonesia (AP) - Declassified files have revealed new details of U.S. government knowledge and support of an Indonesian army extermination campaign..."
388;"Dad dances to Bicep in Belfast club";"A mortified student has posted a hilarious video of her father's 'horrendous' dad dancing at a trendy club night in Belfast. The dad getting down with electronic is 52-year-old Marshall Sharpe."
389;"Piers Morgan discovers he is related to Robert the Bruce";"The TV personality made the stark discovery that he is related to the former King of Scots on Tuesday after having his DNA traced for the programme."
390;"Lawyer: Chinese mom's confession should be kept out of trial";"CANTON, Ohio (AP) - A defense attorney argues that a police interview in which a Chinese woman acknowledged killing her 5-year-old daughter should be..."
391;"'Trailer Park Boys' star John Dunsworth dies at 71";"HALIFAX, Nova Scotia (AP) - A Canadian actor best known for his role as an alcoholic trailer park supervisor in the Netflix comedy series ""Trailer Park Boys""..."
392;"Bayern Munich v Celtic talking points";"Celtic tackle one of Europe´s heavyweights."
393;"ISIS threatens terror attacks on 2018 World Cup in Russia";"The terrorist group have published an image of a rifle-carrying ISIS fighter and a bomb baring the regime's infamous black flag in front of a football stadium."
394;"Bosnia sees sharp rise in migrants heading to EU";"SARAJEVO, Oct 17 (Reuters) - The number of illegal migrants  passing through Bosnia to try to reach the richer states of the  European Union rose sharply in..."
395;"Britain proposes tougher M&A rules to protect national security";"By Anjuli Davies and Clara DeninaLONDON, Oct 17 (Reuters) - Britain wants more say over deals  in its military and technology sectors, as the government..."
396;"Driver killed pensioner after falling asleep in Stockport";"Arthur Yate (pictured), 69, hit Ian Whitworth while driving to work at a Sainsbury's in Stockport and failed to stop at the scene, weeping in court as he was jailed for eight months."
397;"Netflix plans to invest $8 billion into original content";"Netflix (file image) will invest nearly $8 billion into original content over the next year as it tries to build the world's biggest video subscription service."
398;"India to investigate death of schoolgirl by starvation";"India ordered an investigation Tuesday into whether the death of a young girl was caused by a government error that saw her family denied food rations.The..."
399;"Michigan mother's birth control implant went missing";"Kelly King, 23, from Greenville, Michigan, decided to get the implant removed just a year after it was placed in her arm due to the severe side effects she endured. It made her feel 'crazy', she said."
400;"Chris Hemsworth crashes Taika Waititi Thor interview";"Chris Hemsworth appears to be in a cheeky mood since returning to Australia, as he crashed an interview involving Thor: Ragnarok director Taika Waititi."
401;"Eurowings sees $1 bln-plus revenue boost from Air Berlin deal";"DUESSELDORF, Germany Oct 17 (Reuters) - Eurowings should get  a revenue boost of more than 1 billion euros ($1.2 billion) a  year from parent Lufthansa's..."
402;"Hungary eases pressure on international universities in Soros row";"BUDAPEST, Oct 17 (Reuters) - Hungary has extended a deadline  for a U.S.-accredited Budapest university founded by George  Soros, philanthropist financier..."
403;"The not-quite-independent U.S. immigration courts";"NEW YORK, Oct 17 (Reuters) - U.S. immigration courts are  administrative courts within the Department of Justice´s  Executive Office for Immigration Review...."
404;"They fled danger for a high-stakes bet on U.S. immigration courts";"By Mica Rosenberg, Reade Levinson and Ryan McNeillOAKLAND, California, Oct 17 (Reuters) - The two Honduran  women told nearly identical stories to the..."
405;"US immigration population hits all-time high in 2016";"The immigration population in the United States jumped to over 43million people in 2016, according to a new report. When calculating in the children those individuals had - the number rises to 60million."
406;"US worried about dwindling independent media in Hungary";"BUDAPEST, Hungary (AP) - The top U.S. diplomat in Hungary raised concerns on Tuesday about the dwindling numbers of independent media outlets in Hungary and..."
407;"Lawmaker: Mascot wrong to rally for kneeling cheerleaders";"KENNESAW, Ga. (AP) - A Georgia lawmaker says Scrappy the Owl, the mascot at the university where five cheerleaders have been kneeling during the national..."
408;"Google's Pixel 2: A phone built for artificial intelligence";"NEW YORK (AP) - What's most fascinating about Google's new Pixel 2 phone is what's to come.The phone sets itself apart with promises to bake in Google's..."
409;"Pia Muehlenbeck's fiancé Kane Vato proposes in video";"It was to be expected that glamour model Pia Muehlenbeck and Kane Vato would become engaged in the most opulent of circumstances."
410;"Michael Hutchence was 'auditioning with Quentin Tarantino'";"He was the rock superstar who entranced fans with his prescence on stage."
411;"World Cup 2018 European play-off draw RESULT";"Northern Ireland will face Switzerland over two legs while the Republic face Denmark, with Croatia taking on Greece and Sweden going up against Italy in the other ties."
412;"Six months pregnant California mother still powerlifting";"Mother-of-two Star Quinones, 32, from Orange County, California, can still lift weights of up to 134kg. She has been continuing to work out up to five times a week while pregnant."
413;"Trump's drug czar nominee withdraws from consideration";"WASHINGTON, Oct 17 (Reuters) - U.S. President Donald Trump's  pick to lead the Office of National Drug Control Policy has  withdrawn his name from..."
414;"US STOCKS-Wall St set to open flat as big bank results fail to cheer";"By Sruthi ShankarOct 17 (Reuters) - Wall Street was set for a flat open on  Tuesday as upbeat earnings from big investment banks Goldman  Sachs and Morgan..."
415;"New cancer drugs help J&J top profit estimates";"Oct 17 (Reuters) - Johnson &amp; Johnson reported a  higher-than-expected quarterly profit and raised its full-year  forecast as the company gained from..."
416;"Harley's retail sales misses estimates, margins slide";"By Ankit AjmeraOct 17 (Reuters) - Harley-Davidson Inc reported  lower-than-expected quarterly retail sales as demand for its  motorcycles stayed tepid, and..."
417;"Hungarian opposition bill seeks to loosen Orban's grip but likely to fail";"BUDAPEST, Oct 17 (Reuters) - Hungarian opposition parties,  in a rare display of unity, submitted legislation on Tuesday to  rewrite electoral rules they say..."
418;"Finnish government looks to list drinks company Altia";"HELSINKI, Oct 17 (Reuters) - The Finnish government is set  to press ahead with a stock market listing of state-owned  alcoholic drinks company Altia to help..."
419;"Latest Innovative Technological Advancements Fueling Tremendous Growth in Social Media Market";"Latest Innovative Technological Advancements Fueling Tremendous Growth in Social Media MarketMarketNewsUpdates.com News CommentaryPalm Beach, FL - (October..."
420;"Artist Stephen Wiltshire draws New York City from memory";"Stephen Wiltshire, who is internationally acclaimed for his work, drew the entire Manhattan Skyline in pristine detail after a 45-minute helicopter ride around the island."
421;"Border gunbattles leave 11 dead in northern Mexico";"CIUDAD VICTORIA, Mexico (AP) - A running series of gunbattles caused at least 11 deaths in the northern Mexico border state of Tamauilpas, authorities said..."
422;"Benfica train ahead of Manchester United match";"The Portuguese giants face the visiting English side at the Estadio da Luz on Wednesday night as they aim to get their Champions League campaign off the ground after two losses."
423;"Hamas prisoner in Israel stabs guard with screwdriver";"CCTV shows a prisoner in Israel brutally attacking a prison guard with a screwdriver, causing minor injuries and an increase in sentencing for the inmate, who is said to be a member of Hamas."
424;"ChargePoint hires Uber EMEA policy chief as its top Europe exec";"LONDON, Oct 17 (Reuters) - The regional policy chief of  embattled ride-hailing company Uber is leaving to join  ChargePoint, a U.S. electric-vehicle..."
425;"EU makes clear to Britain it wants more concessions in Brexit talks";"By Gabriela Baczynska and Elizabeth PiperLUXEMBOURG/LONDON, Oct 17 (Reuters) - European Union  ministers told Britain on Tuesday it must make more..."
426;"Spanish court jails four former managers of savings bank CAM";"MADRID, Oct 17 (Reuters) - Four former managers of Spanish  savings bank Caja de Ahorros del Mediterraneo (CAM) were  sentenced to prison by the country's..."
427;"Ash Pollard unveils her perky derriere in a workout snap";"Ash Pollard's era of sexual self-discovery is still in full swing, with the former My Kitchen Rules star displaying her perky derriere in a raunchy workout snap this week."
428;"Old Buffalo train station makes global group's 'watch list'";"BUFFALO, N.Y. (AP) - A long-defunct western New York train station being considered for redevelopment has made an international group's list of cultural..."
429;"Nebraska man accused of helping Florida girlfriend kill self";"WEEPING WATER, Neb. (AP) - Investigators say a Nebraska man facing an assisted suicide charge in his Florida girlfriend's death said he believed she had..."
430;"Footballer knocks out referee on pitch with a HEADBUTT";"Kieran Kimberley, 28 (pictured), attacked referee Craig Ward after a match in which he was sent off for receiving two yellow cards, during the match between Stockingford White Lion and Grendon FC."
431;"Fewer hate crime prosecutions despite rise in reported incidents after EU vote";"Data on hate crime prosecutions cover offences motivated by hostility or prejudice based on race, religion, sexual orientation, disability or transgender..."
432;"Goldman Sachs earnings edge down, beat expectations";"Goldman Sachs reported slightly lower third-quarter profits Tuesday, but beat analyst expectations as a strong performance by the bank's investments offset..."
433;"Karl-Heinz Riedle says Bundesliga criticism is 'bull****'";"Karl-Heinz Riedle, who won the Champions League with Borussia Dortmund in 1997, insists the German top-flight is 'still very on top' compared to the Premier League and La Liga."
434;"Amelia Lily confesses she doesn't speak to Sam Thompson";"The 23-year-old confessed she doesn't speak to the Made In Chelsea hunk anymore in an interview with New! magazine and revealed she doesn't know if she would class themselves as friends."
435;"Iraq aims to double Kirkuk oil output capacity to more than 1 mln bpd";"BAGHDAD, Oct 17 (Reuters) - Iraq plans to contract a foreign  oil company to almost double the oil production capacity of the  northern Kirkuk fields, to..."
436;"Synchronoss to sell cloud software unit to Siris in $1 bln deal";"Oct 17 (Reuters) - Software maker Synchronoss Technologies  Inc said private equity firm Siris Capital Partners  would buy its Intralinks Holding unit in a..."
437;"Earnings and commodities keep stocks bulls happy";"By Marc JonesLONDON, Oct 17 (Reuters) - World stocks stayed near record  highs on Tuesday, as a flurry of U.S. earnings and a rally in  commodity markets..."
438;"Goldman results top Wall Street view on smaller drop in bond trading";"Oct 17 (Reuters) - Goldman Sachs Group Inc beat Wall  Street estimates on a smaller-than-expected revenue decline at  its struggling bond trading unit, gains..."
439;"Prince Harry photobombs rapper Stormzy at WellChild Awards";"The royal and the rapper posed alongside 'inspirational' nine-year-old Marni Ahmed, who suffers from a rare skin condition, at the annual WellChild Awards on Monday evening."
440;"US, Japan agree to maximize diplomatic pressure on N. Korea";"TOKYO (AP) - U.S. and Japanese diplomats agreed Tuesday to maximize pressure on North Korea to resolve tensions over its nuclear program, while citing the..."
441;"Roma stars train ahead of Chelsea Champions League clash";"Roma manager Eusebio Di Francesco was typically animated as he put this players through their paces ahead of the tie against the Group C leaders at Stamford Bridge."
442;"Scottish gymnast thought vitiligo was from ‘bad tan lines’";"Dionne Lees, 21, from Livingston, Scotland, was a talented rhythm gymnast but was driven to quit because of her crippling low self-confidence that stemmed from a vitiligo - a rare skin condition"
443;"Duncan Bannatyne's wife Nigora cuts a chic figure";"The striking brunette oozed Parisian vibes in an all black ensemble which showcased her sensational figure with aplomb at the worthwhile event."
444;"Western Australian flaunts ripped abs after 4kg gain";"A 12-week challenge was just the kick start Western Australian woman Lauren Jones needed in order to get her attitude towards diet and exercise in gear."
445;"Britain hopes EU summit will build on Brexit momentum -minister";"LONDON, Oct 17 (Reuters) - Britain hopes the other EU  leaders will be ready to build on the momentum in Brexit talks  at a summit later this week and move..."
446;"21 opposition members on trial over Morocco protests";"CASABLANCA, Morocco (AP) - Demonstrators are calling for the release of 21 detained leaders of a Moroccan protest movement that has become the biggest..."
447;"Tour de France 2018 route revealed as Froome aims for 5th";"Chris Froome's bid for a fifth Tour de France title will come on the shortest route of the 21st century and see a return to Alpe-d'Huez."
448;"Russian lorry features Tetris Easter egg on dashboard";"In a video uploaded to YouTube, a driver of a Russian GAZelle Next shows viewers how to access the game on the dashboard through a series of lever movements and button turns."
449;"Billionaire's lover who crashed to earth with a big bump";"Alexandra Tolstoy, 43, was the long-time mistress of Russian billionaire Sergei Pugachev. He was accused of illegally siphoning money from a Russian bank and the cash could now be seized."
450;"Tyrone Roberts to join Warrington on three-year deal from Gold Coast Titans";"The Wolves are looking for a big improvement in 2018."
451;"Islamic State group loses emblematic Syria stronghold Raqa";"US-backed forces took full control of Raqa from the Islamic State group on Tuesday, defeating the last jihadist holdouts in the de facto Syrian capital of..."
452;"Women use #metoo tag to say they've been sexual harassed";"Facebook says more than 12 million people have now shared the #metoo hashtag, identifying themselves as victims of sexual harassment after actress Alyssa Milano asked people to share it."
453;"President Duterte threatens iconic Philippine 'jeepney'";"Firebrand Philippine President Rodrigo Duterte threatened Tuesday to scrap by next year the ""jeepneys"" that have become a national symbol, as he became..."
454;"Usain Bolt to start United States Grand Prix";"Usain Bolt is set to trade the running track for the race track after he was confirmed as the official starter for the United States Grand Prix. Bolt will give the signal to start in Austin on Sunday."
455;"Alice Cooper reveals secret behind 40-year marriage";"Rock and roll star Alice Cooper, 69, reveals the secret behind his 40-year marriage to Sheryl Goddard, on Tuesday's The Project."
456;"Scott declares state of emergency before Spencer speech";"Florida Governor Rick Scott has declared a state of emergency ahead of a speech white nationalist Richard Spencer is scheduled to deliver at the University of Florida on Thursday."
457;"Real Madrid to make move for 'Plan B' Marcus Rashford";"Real Madrid will make a sensational summer move for Manchester United teenager Marcus Rashford if Florentino Perez fails to land No 1 target Harry Kane."
458;"Russia pressures Serbia on status of controversial base";"BELGRADE, Serbia (AP) - Russia increased pressure on Serbia on Tuesday to grant diplomatic status to the Russian staff of a controversial facility that U.S...."
459;"Book's challenge: Can you do squats like Justice Ginsburg?";"WASHINGTON (AP) - Personal trainer Bryant Johnson hears it all the time: Four more years.That's how long fans of his client, 84-year-old Supreme Court..."
460;"Kit Harington wore Jon Snow costume to a fancy dress party";"The 30-year-old actor - who has played Jon Snow in Game Of Thrones since 2011 - revealed that he had been going to a 'bad taste' themed party with Rose and had been offered the costume."
461;"John McCain condemns 'half-baked, spurious nationalism'";"Sen. John McCain warned against the US turning toward 'half-baked, spurious nationalism' while at an event honoring the war hero's contributions."
462;"Petroleum, food boost U.S. import prices in September";"WASHINGTON, Oct 17 (Reuters) - U.S. import prices for  September recorded their biggest increase in more than a year  amid rising petroleum and food costs,..."
463;"Airbus deal may quash Bombardier dispute, challenge Boeing: analysts";"By Nivedita BhattacharjeeOct 17 (Reuters) - Bombardier Inc's deal with  Airbus SE solves a number of problems for the Canadian  plane-and-train maker, mostly..."
464;"TAKE A LOOK-Czech billionaire Babis favourite to win parliamentary election";"PRAGUE, Oct 17 (Reuters) - Czech voters look set to hand power to  billionaire businessman Andrej Babis,  whose anti-establishment rhetoric has  convinced..."
465;"Global stocks mixed amid upbeat corporate earnings";"BEIJING (AP) - Global stocks were mixed Tuesday amid upbeat corporate earnings report and as China prepared to open a key political meeting.KEEPING SCORE:..."
466;"Rebecca Judd praises Today host Lisa Wilkinson";"Women in media are leading the chorus of women praising outgoing Today host Lisa Wilkinson for refusing to accept pay inequity. And the latest high profile personality to weigh in is Rebecca Judd."
467;"Chris Paul's free agency decision becomes a documentary";"Chris Paul had a new home in Los Angeles and the potential for a $200 million contract if he stayed with the Clippers.He also had reason to doubt a..."
468;"Hate crime soars by 29% after Brexit and terror attacks";"There were 80,393 hate crimes recorded in England and Wales in 2016/17, compared to 62,518 the year before, official Home Office statistics revealed today."
469;"Leader of Charlottesville review seeks access to records";"CHARLOTTESVILLE, Va. (AP) - A former federal prosecutor hired to lead a review of Charlottesville, Virginia's, response to three nationalist rallies this..."
470;"Airbus deal could save Bombardier after US trade row";"Bombardier employs more than 4,000 people at its Belfast factories but their future was thrown into doubt after the US  announced it would impose an interim tariff of nearly 220% on the jets."
471;"Donald Trump provokes anger with claim predecessors shunned military families";"""He´s a deranged animal,"" Alyssa Mastromonaco, a former deputy chief of staff to President Barack Obama, tweeted."
472;"Man United's Nemanja Matic reveals Benfica influence";"Nemanja Matic moved to Benfica from Chelsea, where he had struggled for appearances. While with the Portuguese giants he developed into a highly-coveted defensive midfielder."
